owner,repo,name,workflow,state,created_at,updated_at,last_run_at,uses
joshjohanning-org,issueops-samples,,.github/workflows/new-repo-prepare.yml,active,2023-11-08T16:05:40.000Z,2025-04-02T15:48:27.000Z,2025-11-12T16:36:41.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, issue-ops/parser@76d5aa095754de1493cbe41934484c4287e16350, actions/github-script@v8"
joshjohanning-org,azdo-commit-message-enforcer-testing,,.github/workflows/build.yml,active,2022-08-17T18:13:41.000Z,2022-08-17T18:13:41.000Z,2025-11-06T02:57:06.000Z,actions/checkout@v3
joshjohanning-org,azdo-commit-message-enforcer-testing,,.github/workflows/pr-commit-message-enforcer-and-linker.yml,active,2022-08-17T18:13:23.000Z,2022-08-17T18:13:23.000Z,2025-11-06T02:57:21.000Z,"actions/checkout@v3, joshjohanning/azdo_commit_message_validator@v3"
joshjohanning-org,build-attestations,,.github/workflows/build-attestations.yml,active,2025-03-19T13:33:02.000Z,2025-03-19T13:38:02.000Z,2025-11-03T06:24:49.000Z,"actions/checkout@v5, actions/setup-dotnet@v4, actions/attest-build-provenance@v2, advanced-security/generate-sbom-action@v1, actions/attest-sbom@v2, actions/upload-artifact@v4, actions/download-artifact@v4"
joshjohanning-org,azure-key-vault-test,,.github/workflows/oidc.yml,active,2023-08-07T14:39:26.000Z,2023-08-07T14:39:26.000Z,2025-11-25T00:05:24.000Z,"actions/checkout@v5, azure/login@v2"
joshjohanning-org,reusable-workflows,,.github/workflows/azure-oidc-sample.yml,active,2023-10-09T11:58:19.000Z,2023-10-09T11:58:19.000Z,,"actions/checkout@v5, azure/login@v2"
joshjohanning-org,reusable-workflows,,.github/workflows/deploy-sample.yml,active,2022-06-06T16:41:14.000Z,2022-06-06T16:41:14.000Z,,actions/download-artifact@v5
joshjohanning-org,reusable-workflows,,.github/workflows/docker-build.yml,active,2022-05-06T12:51:24.000Z,2022-05-06T12:55:56.000Z,,"actions/checkout@v5, docker/login-action@v2"
joshjohanning-org,reusable-workflows,,.github/workflows/java-springboot-build.yml,active,2025-03-19T23:03:08.000Z,2025-03-19T23:03:08.000Z,,"actions/checkout@v5, actions/setup-java@v5, actions/upload-artifact@v4, dorny/test-reporter@v2"
joshjohanning-org,reusable-workflows,,.github/workflows/secrets-sample.yml,active,2022-08-22T15:08:15.000Z,2022-08-22T15:08:15.000Z,,actions/download-artifact@v5
joshjohanning-org,reusable-workflows,,.github/workflows/security-checks.yml,active,2023-10-09T10:03:56.000Z,2023-10-09T10:03:56.000Z,,actions/checkout@v5
joshjohanning-org,reusable-workflows,,.github/workflows/terraform-apply.yml,active,2024-08-12T19:52:09.000Z,2024-08-12T19:52:09.000Z,,"actions/checkout@v5, hashicorp/setup-terraform@v3, azure/login@v2, actions/download-artifact@v5"
joshjohanning-org,reusable-workflows,,.github/workflows/terraform-plan.yml,active,2024-08-12T19:52:09.000Z,2024-08-12T19:52:09.000Z,,"actions/checkout@v5, hashicorp/setup-terraform@v3, azure/login@v2, actions/upload-artifact@v4"
joshjohanning-org,reusable-workflows,,.github/workflows/update-major-version-tag.yml,active,2023-10-09T12:08:55.000Z,2023-10-09T12:08:55.000Z,2025-03-21T17:00:04.000Z,nowactions/update-majorver@v1
joshjohanning-org,actions-intentionally-vulnerable,,.github/workflows/ci-simple.yml,active,2025-10-20T21:39:37.000Z,2025-10-20T21:39:37.000Z,2025-10-20T21:41:10.000Z,actions/checkout@v4
joshjohanning-org,actions-intentionally-vulnerable,,.github/workflows/ci-tj-actions-35.9.3.yml,active,2025-10-20T21:43:23.000Z,2025-10-20T21:43:23.000Z,,"actions/checkout@v4, tj-actions/changed-files@v35.9.3"
joshjohanning-org,actions-intentionally-vulnerable,,.github/workflows/ci-tj-actions-45.0.2.yml,active,2025-10-20T21:40:27.000Z,2025-10-20T21:40:27.000Z,2025-10-20T21:41:07.000Z,"actions/checkout@v4, tj-actions/changed-files@v45.0.2"
joshjohanning-org,required-workflows-public,,.github/workflows/dependency-review.yml,active,2025-10-08T17:40:45.000Z,2025-10-08T17:40:45.000Z,2025-12-01T00:48:00.000Z,"actions/checkout@v5, actions/dependency-review-action@v4, marocchino/sticky-pull-request-comment@v2"
joshjohanning-org,test-reusable-workflows,,.github/workflows/azure-oidc-sample.yml,active,2023-10-09T12:40:01.000Z,2023-10-09T12:40:01.000Z,,"actions/checkout@v4, azure/login@v1"
joshjohanning-org,test-reusable-workflows,,.github/workflows/deploy-sample.yml,active,2023-10-09T12:40:01.000Z,2023-10-09T12:40:01.000Z,,actions/download-artifact@v3
joshjohanning-org,test-reusable-workflows,,.github/workflows/docker-build.yml,active,2023-10-09T12:40:01.000Z,2023-10-09T12:40:01.000Z,,"actions/checkout@v3, docker/login-action@v2"
joshjohanning-org,test-reusable-workflows,,.github/workflows/secrets-sample.yml,active,2023-10-09T12:40:01.000Z,2023-10-09T12:40:01.000Z,,actions/download-artifact@v3
joshjohanning-org,test-reusable-workflows,,.github/workflows/security-checks.yml,active,2023-10-09T12:40:01.000Z,2023-10-09T12:40:01.000Z,,actions/checkout@v3
joshjohanning-org,test-reusable-workflows,,.github/workflows/update-major-version-tag.yml,active,2023-10-09T12:40:01.000Z,2023-10-09T12:40:01.000Z,,nowactions/update-majorver@v1
joshjohanning-org,sync-github-repos,,.github/workflows/sync.yml,active,2023-05-11T16:48:46.000Z,2023-05-11T16:48:46.000Z,2025-10-10T14:53:40.000Z,actions/checkout@v3
joshjohanning-org,sync-github-repos-to-emu-and-ghe,,.github/workflows/sync-github-repos.yml,disabled_inactivity,2025-10-06T14:19:57.000Z,2025-12-08T00:40:38.000Z,2025-12-08T00:41:04.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, joshjohanning/bulk-github-repo-sync-action@v1"
joshjohanning-org,ghas-demo,,.github/workflows/codeql.yml,active,2025-08-27T18:55:46.000Z,2025-08-27T19:01:00.000Z,2025-12-04T05:27:26.000Z,"actions/checkout@v5, actions/setup-example@v1, github/codeql-action/init@v4, github/codeql-action/analyze@v4"
joshjohanning-org,ghas-demo,,.github/workflows/dependency-review.yml,active,2022-04-06T19:54:19.000Z,2022-07-27T15:11:50.000Z,2025-11-21T06:04:24.000Z,"actions/checkout@v5, actions/dependency-review-action@v4"
joshjohanning-org,ghas-demo,,.github/workflows/scorecard.yml,active,2023-04-18T13:56:13.000Z,2025-08-27T18:50:40.000Z,2025-12-05T04:29:09.000Z,"actions/checkout@v5, ossf/scorecard-action@4eaacf0543bb3f2c246792bd56e8cdeffafb205a, actions/upload-artifact@v4, github/codeql-action/upload-sarif@v4"
joshjohanning-org,contexts-testing,,.github/workflows/approveops.yml,active,2022-02-04T16:55:16.000Z,2022-02-08T18:15:02.000Z,2025-09-19T03:32:29.000Z,"actions/create-github-app-token@v1, joshjohanning/approveops@v3, tibdex/github-app-token@v1, peter-evans/create-or-update-comment@v1"
joshjohanning-org,contexts-testing,,.github/workflows/call-reusable-workflow.yml,active,2024-03-21T19:21:01.000Z,2024-08-27T15:16:10.000Z,,joshjohanning-org/contexts-reusable-workflows-test/.github/workflows/contexts.yml@main
joshjohanning-org,contexts-testing,,.github/workflows/contexts.yml,active,2022-02-04T03:42:06.000Z,2022-02-04T03:42:06.000Z,2025-12-01T23:04:09.000Z,actions/setup-node@v5
joshjohanning-org,approveops-action-validating,,.github/workflows/approveops.yml,active,2022-07-10T02:10:56.000Z,2023-03-07T21:45:36.000Z,2025-11-05T02:09:32.000Z,"actions/create-github-app-token@v1, joshjohanning/approveops@v3"
joshjohanning-org,bulk-github-repo-sync-action-tester,,.github/workflows/sync.yml,disabled_inactivity,2025-09-08T23:07:59.000Z,2025-11-09T02:15:17.000Z,2025-11-09T02:15:48.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, joshjohanning/bulk-github-repo-sync-action@v1"
joshjohanning-org,super-large-repo-89,,.github/workflows/blank.yml,active,2025-09-05T14:21:21.000Z,2025-09-05T14:21:21.000Z,2025-09-07T20:50:49.000Z,actions/checkout@v4
joshjohanning-org,test-repo-3,,.github/workflows/blank.yml,active,2024-01-08T17:20:46.000Z,2024-01-08T17:20:46.000Z,2025-11-24T10:51:01.000Z,"actions/checkout@v3, lindluni/actions-variable-groups@v2, lindluni/actions-variable-groups@v2.5.0, azure/login@v2, lindluni/actions-variable-groups@v3"
joshjohanning-org,test-repo-3,,.github/workflows/dependency-review.yml,active,2025-08-23T17:15:02.000Z,2025-08-23T17:15:02.000Z,2025-11-24T10:51:05.000Z,"actions/checkout@v4, actions/dependency-review-action@v4"
joshjohanning-org,issueops-samples-dev,,.github/workflows/delete-repos-delete.yml,active,2025-08-13T14:38:43.000Z,2025-08-13T14:38:43.000Z,2025-11-18T04:26:04.000Z,"actions/checkout@v5, issue-ops/parser@76d5aa095754de1493cbe41934484c4287e16350, actions/create-github-app-token@v2, actions/github-script@v7, joshjohanning/approveops@caad905b2ba78301a0db7f484ef6fe3c770e6985"
joshjohanning-org,issueops-samples-dev,,.github/workflows/delete-repos-prepare.yml,active,2025-08-13T14:38:43.000Z,2025-08-13T14:38:43.000Z,2025-08-13T14:56:08.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, issue-ops/parser@76d5aa095754de1493cbe41934484c4287e16350, actions/github-script@v7"
joshjohanning-org,issueops-samples-dev,,.github/workflows/deploy-repo.yml,active,2025-08-13T14:48:53.000Z,2025-08-13T14:50:12.000Z,2025-08-13T14:56:21.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, issue-ops/parser@76d5aa095754de1493cbe41934484c4287e16350, actions/github-script@v7"
joshjohanning-org,issueops-samples-dev,,.github/workflows/labelops.yml,active,2025-08-13T14:38:43.000Z,2025-08-13T14:38:43.000Z,2025-12-05T04:20:45.000Z,actions/checkout@v5
joshjohanning-org,issueops-samples-dev,,.github/workflows/new-repo-create.yml,active,2025-08-13T14:38:43.000Z,2025-08-13T14:38:43.000Z,2025-11-18T04:26:04.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, issue-ops/parser@76d5aa095754de1493cbe41934484c4287e16350, actions/github-script@v7"
joshjohanning-org,issueops-samples-dev,,.github/workflows/new-repo-prepare.yml,active,2025-08-13T14:38:43.000Z,2025-08-13T14:38:43.000Z,2025-08-13T14:56:08.000Z,"actions/checkout@v5, actions/create-github-app-token@v2, issue-ops/parser@76d5aa095754de1493cbe41934484c4287e16350, actions/github-script@v7"
joshjohanning-org,terraform-tailspin-github-actions-and-azdo-demo,,.github/workflows/terraform.yml,active,2021-12-21T05:32:58.000Z,2021-12-21T05:43:17.000Z,2025-11-12T17:11:18.000Z,"joshjohanning-org/reusable-workflows/.github/workflows/terraform-plan.yml@v1, joshjohanning-org/reusable-workflows/.github/workflows/terraform-apply.yml@v1"
joshjohanning-org,terraform-tailspin-github-actions-and-azdo-demo,,.github/workflows/tfsec-analysis.yml,disabled_inactivity,2021-12-21T04:53:48.000Z,2025-10-11T21:35:22.000Z,2025-10-11T21:36:01.000Z,"actions/checkout@v4, aquasecurity/tfsec-sarif-action@v0.1.4, github/codeql-action/upload-sarif@v3"
joshjohanning-org,reusable-workflow-issueops-onboarder,,.github/workflows/reusable-workflow-onboarder-close.yml,active,2025-03-20T16:04:17.000Z,2025-03-20T16:04:17.000Z,2025-11-24T19:49:30.000Z,"actions/checkout@v4, stefanbuck/github-issue-parser@v3, actions/create-github-app-token@v2, actions/github-script@v7, actions/upload-artifact@v4"
joshjohanning-org,reusable-workflow-issueops-onboarder,,.github/workflows/reusable-workflow-onboarder-create.yml,active,2025-03-18T17:21:30.000Z,2025-03-18T18:13:42.000Z,2025-11-24T19:49:30.000Z,"actions/checkout@v4, stefanbuck/github-issue-parser@v3, actions/create-github-app-token@v2, actions/github-script@v7, actions/upload-artifact@v4"
joshjohanning-org,reusable-workflow-issueops-onboarder,,.github/workflows/reusable-workflow-onboarder-merge.yml,active,2025-03-20T02:22:57.000Z,2025-03-20T02:24:48.000Z,2025-11-24T19:49:30.000Z,"actions/checkout@v4, stefanbuck/github-issue-parser@v3, actions/create-github-app-token@v2, actions/github-script@v7, actions/upload-artifact@v4"
joshjohanning-org,reusable-workflow-issueops-onboarder,,.github/workflows/reusable-workflow-onboarder-prepare.yml,active,2025-03-18T17:01:19.000Z,2025-03-18T17:01:19.000Z,2025-05-20T17:38:34.000Z,"actions/checkout@v4, actions/create-github-app-token@v2, stefanbuck/github-issue-parser@v3, actions/github-script@v7"
joshjohanning-org,reusable-workflow-issueops-onboarder,,.github/workflows/reusable-workflow-onboarder-status.yml,active,2025-03-20T02:20:33.000Z,2025-03-20T02:24:48.000Z,2025-11-24T19:49:30.000Z,"actions/checkout@v4, stefanbuck/github-issue-parser@v3, actions/create-github-app-token@v2, actions/github-script@v7, actions/upload-artifact@v4"
joshjohanning-org,commit-sign-app,,.github/workflows/commit-sign.yml,active,2023-10-30T16:23:01.000Z,2023-10-30T16:23:01.000Z,2025-11-24T18:03:32.000Z,"actions/checkout@v4, actions/create-github-app-token@v2"
joshjohanning-org,github-actions-caching-demo-fork,,.github/workflows/ci-cache-advance.yml,active,2023-04-17T19:51:51.000Z,2023-04-17T19:51:51.000Z,,"actions/checkout@v3.5.2, actions/setup-node@v3.6.0, actions/cache@v3.3.1"
joshjohanning-org,github-actions-caching-demo-fork,,.github/workflows/ci-cache.yml,active,2023-04-17T19:51:51.000Z,2023-04-17T19:51:51.000Z,,"actions/checkout@v3.5.2, actions/setup-node@v3.6.0"
joshjohanning-org,github-actions-caching-demo-fork,,.github/workflows/ci-no-cache.yml,active,2023-04-17T19:51:51.000Z,2023-04-17T19:51:51.000Z,,"actions/checkout@v3.5.2, actions/setup-node@v3.6.0"
joshjohanning-org,github-actions-caching-demo,,.github/workflows/ci-cache-advance.yml,active,2023-04-05T12:56:09.000Z,2023-04-05T12:56:09.000Z,,"actions/checkout@v3.0.2, actions/setup-node@v3.1.1, actions/cache@v3.0.2"
joshjohanning-org,github-actions-caching-demo,,.github/workflows/ci-cache.yml,active,2023-04-05T12:56:09.000Z,2023-04-05T12:56:09.000Z,,"actions/checkout@v3.0.2, actions/setup-node@v3.1.1"
joshjohanning-org,github-actions-caching-demo,,.github/workflows/ci-no-cache.yml,active,2023-04-05T12:56:09.000Z,2023-04-05T12:56:09.000Z,,"actions/checkout@v3.0.2, actions/setup-node@v3.1.1"
joshjohanning-org,nextjs-starter-azure-static-web-app-github-actions,,.github/workflows/azure-static-web-app-advanced.yml,active,2023-12-07T17:21:34.000Z,2023-12-07T17:21:34.000Z,2025-11-24T19:04:20.000Z,"actions/checkout@v4, actions/setup-node@v4, actions/upload-artifact@v4, actions/download-artifact@v4, actions/create-github-app-token@v2, azure/login@v2"
joshjohanning-org,nextjs-starter-azure-static-web-app-github-actions,,.github/workflows/azure-static-web-app.yml,disabled_manually,2023-12-06T17:18:20.000Z,2023-12-07T17:36:21.000Z,,"actions/checkout@v4, actions/setup-node@v4, actions/upload-artifact@v4, actions/download-artifact@v4"
joshjohanning-org,environments-deployment,,.github/workflows/cicd.yml,active,2022-06-06T15:51:05.000Z,2022-06-06T16:51:02.000Z,2025-11-24T12:47:21.000Z,"actions/checkout@v4, joshjohanning-org/composite-action@main, actions/upload-artifact@v4, joshjohanning-org/reusable-workflows/.github/workflows/deploy-sample.yml@v1.0.9"
joshjohanning-org,reusable-workflows-callers,,.github/workflows/java-springboot-build.yml,active,2025-03-21T17:00:22.000Z,2025-03-21T17:00:22.000Z,2025-03-21T17:01:03.000Z,joshjohanning-org/reusable-workflows/.github/workflows/java-springboot-build.yml@v1.0.14
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/01-basic-workflow.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:03.000Z,,actions/checkout@v2
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/02-inputs.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:43.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/03-multiple-jobs.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:48.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/04-matrix.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:52.000Z,,actions/setup-python@v4
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/05-contexts.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:58.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/06-custom-action.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:25:02.000Z,,"actions/checkout@v4, ./actions/djr-action"
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/07-environments.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:25:06.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/08-call-reusable.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:25:21.000Z,,"./.github/workflows/reusable.yml, djredman99/github-intro-to-actions-demo/.github/workflows/reusable.yml@${{github.ref}}, ./.github/workflows/dotnet/reuse.yml"
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/09-call-reusable-with-inputs.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:25:40.000Z,,./.github/workflows/reuseable-with-inputs.yml
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/10-job-summaries.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:23:43.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/11-handle-failures.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:09.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/12-dynamic-matrix.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:33.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/13-conditionals.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:23:05.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/14-build-attestations.yml,active,2025-03-19T13:22:47.000Z,2025-03-19T13:22:47.000Z,2025-03-19T13:28:10.000Z,"actions/checkout@v2, actions/setup-dotnet@v1, actions/attest-build-provenance@v1, actions/upload-artifact@v4, actions/download-artifact@v4"
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/15-gh-app.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:24:40.000Z,,"actions/checkout@v2, actions/create-github-app-token@v1"
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/circular-dependency-error.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:23:56.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/debug-job.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:51.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/env-in-script.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:25:48.000Z,,actions/checkout@v4
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/env-reusable.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:23:51.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/envs.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:25:44.000Z,,./.github/workflows/env-reusable.yml
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/get-issues.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:23:47.000Z,,actions/github-script@v7
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/ghscript-example.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:00.000Z,,"actions/create-github-app-token@v1, actions/github-script@v7"
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/job-in-container.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:23:59.000Z,,actions/checkout@v3
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/kp-test.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:39.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/main.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:34.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/matrix-variables.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:27:00.000Z,,actions/checkout@v3
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/reusable.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:47.000Z,,./.github/workflows/reusable2.yml
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/reusable2.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:55.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/reuseable-with-inputs.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:26:43.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/shell-carry-over.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:27:08.000Z,,
joshjohanning-org,github-intro-to-actions-demos,,.github/workflows/test-runid.yml,disabled_manually,2025-03-19T13:22:47.000Z,2025-03-19T13:27:04.000Z,,
joshjohanning-org,projects-api-app-permissions-testing,,.github/workflows/blank.yml,active,2025-03-07T20:09:37.000Z,2025-03-07T20:09:37.000Z,2025-03-07T20:45:46.000Z,"actions/checkout@v4, actions/create-github-app-token@v1"
joshjohanning-org,golden-reusable-workflow-calling-sample,,.github/workflows/json-to-variables-action.yml,active,2025-03-07T17:46:40.000Z,2025-03-07T17:46:40.000Z,2025-03-07T17:46:56.000Z,"actions/checkout@v4, antifree/json-to-variables@v1.2.0"
joshjohanning-org,oidc-setup-demo,,.github/workflows/blank.yml,active,2024-12-19T16:08:31.000Z,2024-12-19T16:33:30.000Z,2025-01-18T16:36:50.000Z,"github/actions-oidc-debugger@main, joshjohanning-org/reusable-workflows/.github/workflows/azure-oidc-sample.yml@v1, actions/checkout@v4, azure/login@v2"
joshjohanning-org,json-to-variables-action,,.github/workflows/blank.yml,active,2024-06-19T15:12:54.000Z,2024-06-19T15:12:54.000Z,2024-12-18T19:34:04.000Z,"actions/checkout@v4, antifree/json-to-variables@v1.1.2"
joshjohanning-org,simple-docker-action,,.github/workflows/docker-publish-private.yml,active,2023-12-14T18:06:39.000Z,2023-12-14T18:06:39.000Z,,actions/checkout@v3
joshjohanning-org,simple-docker-action,,.github/workflows/docker-publish.yml,active,2023-12-14T17:54:32.000Z,2023-12-14T17:54:32.000Z,,joshjohanning-org/reusable-workflows/.github/workflows/docker-build.yml@v1.0.10
joshjohanning-org,failed-ghas-tool,,.github/workflows/codeql.yml,disabled_inactivity,2024-12-17T18:43:15.000Z,2025-02-16T16:37:02.000Z,2025-02-16T16:37:57.000Z,"actions/checkout@v4, github/codeql-action/init@v3, github/codeql-action/analyze@v3"
joshjohanning-org,test-github-app-nov19-2024,,.github/workflows/blank.yml,active,2024-11-19T16:53:51.000Z,2024-11-19T16:53:51.000Z,2024-11-19T16:54:11.000Z,"actions/checkout@v4, actions/create-github-app-token@v1"
joshjohanning-org,trigger-another-workflow-same-repo,,.github/workflows/blank-1.yml,active,2024-11-18T15:55:55.000Z,2024-11-18T15:58:29.000Z,2024-11-18T16:01:59.000Z,actions/checkout@v4
joshjohanning-org,trigger-another-workflow-same-repo,,.github/workflows/blank-2.yml,active,2024-11-18T15:56:13.000Z,2024-11-18T15:58:29.000Z,2024-11-18T16:02:10.000Z,actions/checkout@v4
joshjohanning-org,migrate-ado-workitems,,.github/workflows/migrate-work-items.yml,active,2022-03-10T17:10:48.000Z,2022-03-10T17:10:48.000Z,2024-11-13T23:23:43.000Z,"actions/checkout@v4, tibdex/github-app-token@v1, actions/create-github-app-token@v1"
